sveitarfelag,ar,hluti,heildarskuldir,eignir,tekjur,skatttekjur_an_jofnundarsjóðs,framlag_jofnunarsjods,gjold,afskriftir,fjarmagnslidir,oreglulegir_lidir,rekstrarnidurstada,breyting_lifeyrisskuldbindinga,afborganir_langtimalana,adrar_fjarmognunarhreyfingar,eigid_fe,veltufjarmunir,skammtimakrofur_eigin_fyrirtaeki,handbaert_fe,skammtimaskuldir,fjarfestingarhreyfingar,nyjar_langtimaskuldir,launagjold,veltufe,mannfjoldi,eiginfjarhlutfall,framlegd,framlegd_hlutf,handbaert_fe_per_ibui,hlutf_jofnunarsjods_skottum,jofnunarsjodur_a_ibua,launagjold_per_ibui,launagjold_hlutf_gjold,utgjold_jofnunarsjod,netto_jofnunarsjod,netto_jofnunarsjod_per_ibui,nettoskuldir,nettoskuldir_hlutf_tekjur,rekstrarnidurstada_hlutf,rekstur_3_ar,tekjur_3_ar,rekstur_3_ar_hlutf_tekjur,skattur_a_ibua,skuldahlutfall,skuldir_hlutf_tekjur,skuldir_per_ibui,timi_borga_skuldir,veltufe_hlutf_tekjur,veltufjarhlutfall,cpi,hlutf_jofnunarsjod_utgjold,skuldaaukning_2021,skuldaaukning,rekstrarnidurstada_kjortimabil,tekjur_kjortimabil,rekstrarnidurstada_hlutf_kjortimabil,rekstrarnidurstada_per_ibui_kjortimabil
Sveitarfélagið Árborg,2007,A-hluti,4556559000,6722032000,3291906000,2387573000,439837000,3177893000,118609000,-15465000,471061000,569609000,103946000,-270018000,95988000,2165473000,1627671000,29549000,788544000,1079603000,-502878000,617966000,1716050000,384052000,7311,0.32214559526048075,232622000,0.07066483672377036,107857.2014772261,0.15556180391241453,60160.99028860621,234721.65230474627,0.5399961546848808,57937545.6,381899454.4,52236.2815483518,2958437000,0.8987003274091059,0.17303319110569987,696799000,9666817000,0.07208153418027878,326572.6986732321,0.6778544047395192,1.3841704471512857,623247.0250307756,7.70321987647506,0.11666554269775625,1.5076569813162801,0.5059967468291879,0.004493115403406668,NA,0.2267164612130798,-3280819000,37781135000,-0.08683749177995843,-336606.4585631108
Sveitarfélagið Árborg,2007,A og B-hluti,5987488000,8743888000,3902748000,2387573000,439837000,3538228000,234651000,-162495000,456785000,658810000,181151000,-373714000,161030000,2756400000,1641748000,0,797560000,1135491000,-847136000,617966000,1749958000,686454000,7311,0.31523734064297254,599171000,0.153525413375396,109090.41170838462,0.15556180391241453,60160.99028860621,239359.5951306251,0.49458599050146007,68688364.8,371148635.2,50765.78241006702,4345740000,1.1135077130268212,0.16880669722974684,1312019000,10670041000,0.12296288271057253,326572.6986732321,0.6847626593570275,1.5341723319056213,818969.7715770756,6.330708248476956,0.17588991141626362,1.445848536007771,0.5059967468291879,0.0053268523324829335,NA,0.2800169670746154,-2062794000,43177185000,-0.047775092331748814,-211639.16177187266
Sveitarfélagið Hornafjörður,2007,A-hluti,826981000,2102380000,1352428000,621606000,520075000,1023415000,34546000,12695000,0,341708000,5350000,-95391000,17197000,1275399000,650446000,53998000,476257000,176547000,-87466000,NA,602216000,413313000,2181,0.606645325773647,363559000,0.26881948613900336,218366.3457129757,0.45553442686704954,238457.12975699222,276119.2113709308,0.5884377305394195,23802732.8,496272267.2,227543.4512608895,230533000,0.17045861221447647,0.25266261863847833,573870000,3800059000,0.1510160763293412,285009.628610729,0.39335467422635295,0.6114787626402293,379175.14901421365,0.5577685676472794,0.3056081358859769,3.684265379757232,0.5059967468291879,0.0018459260619223248,NA,0.4787903174446947,888072000,10764150000,0.08250275219130168,373296.34300126106
Sveitarfélagið Hornafjörður,2007,A og B-hluti,1182627000,2588208000,1508551000,617864000,520075000,1110334000,59082000,-38029000,0,360188000,9102000,-166508000,0,1405581000,602309000,0,476303000,195552000,-60750000,NA,633550000,471035000,2181,0.5430711132953766,457299000,0.30313791181073757,218387.436955525,0.45703240683375823,238457.12975699222,290486.0155891793,0.5705940734950024,26550497.6,493524502.4,226283.58661164602,580318000,0.3846857017097864,0.23876421811393847,819543000,4157494000,0.19712427726895096,283293.9018798716,0.4569288867046234,0.7839489682483389,542240.7152682256,1.2320061141953358,0.3122433381436889,3.0800452053673704,0.5059967468291879,0.0020590180080854474,NA,0.5186794457896743,1136559000,11882957000,0.09564614262258123,477746.5321563682
Sveitarfélagið Ölfus,2007,A-hluti,804328000,2186297000,924999000,618740000,185262000,827010000,50143000,-19737000,98599000,176851000,29997000,-50240000,-17629000,1381968000,368102000,59233000,82368000,166849000,-118109000,5388000,379499000,279140000,1846,0.6321044213114687,148132000,0.16014287583013603,44619.718309859156,0.2304247999383086,100358.61321776814,205579.08992416033,0.4588807874149043,16279982.4,168982017.6,91539.55449620802,495459000,0.5356319304128977,0.1911904769626778,507991000,2666128000,0.19053511309284477,335178.7648970748,0.3678955786885313,0.8695447238321339,435713.9761646804,1.7749480547395573,0.3017732992143775,2.206198418929691,0.5059967468291879,0.0012625291411831822,NA,0.3291934897019599,566010000,10103042000,0.05602372038045571,254129.53193399933
Sveitarfélagið Ölfus,2007,A og B-hluti,1150300000,3013240000,1080499000,616442000,185262000,919960000,82854000,-53477000,201499000,308561000,36889000,-78439000,-11954000,1862939000,370540000,47457000,121163000,191113000,-236396000,9422000,408294000,453588000,1846,0.6182511183974725,243393000,0.2252598105134757,65635.42795232937,0.23108528833584466,100358.61321776814,221177.68147345612,0.44381712248358623,19016782.400000002,166245217.6,90056.99761646804,827217000,0.7655879366848095,0.2855726844726372,663433000,2945602000,0.22522832344627686,333933.9111592633,0.3817488816025275,1.064600707636009,623131.0942578549,1.8237188814518903,0.4197949280841537,1.9388529299419714,0.5059967468291879,0.0014747707559892359,NA,0.336738580147617,1077887000,11642910000,0.09257883123720788,483954.2036143226
Sveitarfélagið Skagafjörður,2007,A-hluti,2036396000,2952495000,2348143000,1228684000,647391000,2107990000,77496000,-71305000,-6741000,162107000,49319000,-131371000,-29908000,916100000,879569000,59551000,457873000,461437000,-45908000,NA,1324664000,344366000,4083,0.31027994966968614,317649000,0.13527668459714762,112141.31765858438,0.34507735564942765,158557.67817781042,324433.9946118051,0.6284014630050427,41327316.800000004,606063683.2,148435.8763654176,1216378000,0.5180170032233983,0.06903625545803642,42803000,6721167000,0.006368388108791226,300926.7695322067,0.6897200503303138,0.8672367909450148,498749.9387705119,3.5322244356295336,0.1466546117506472,1.9061518690525467,0.5059967468291879,0.0032049753190709408,NA,0.26431906296605406,-302526000,20832251000,-0.014522002447071131,-75325.49019607843
Sveitarfélagið Skagafjörður,2007,A og B-hluti,3463107000,4656148000,2667995000,1222709000,647391000,2342828000,157148000,-171620000,-6773000,146774000,53472000,-200470000,90570000,1193046000,1039982000,0,459209000,653173000,-209575000,155323000,1401455000,452551000,4083,0.2562302572856361,482315000,0.18077807492142978,112468.52804310556,0.34617988342869366,158557.67817781042,343241.4891011511,0.598189453088319,46956712,600434288,147057.13641929952,2423125000,0.9082194681774142,0.05501284672572475,243789000,7355105000,0.03314554992756732,299463.38476610335,0.7437697427143639,1.2980185495100254,848177.0756796473,5.354368899858801,0.1696221319755097,1.5921999225320091,0.5059967468291879,0.003641540624401782,NA,0.40344989681065413,161396000,24505298000,0.006586167611591583,40185.74540927482
Sveitarfélagið Skagaströnd,2007,A-hluti,177025000,1174199000,300717000,156314000,96442000,291786000,10877000,62426000,0,71357000,2010000,-13085000,-2742000,997175000,821136000,43331000,732461000,68818000,-11727000,NA,159461000,85644000,532,0.8492385021618993,19808000,0.06586923918501449,1376806.3909774437,0.3815616642137081,181281.95488721805,299738.72180451127,0.5464998320687079,5292619.2,91149380.8,171333.422556391,-600780000,-1.9978251977773123,0.23728954465494137,216786000,930409000,0.23300075558168504,293823.3082706767,0.15076149783810067,0.5886763967451125,332753.75939849624,0,0.28479932960225063,11.931994536313175,0.5059967468291879,4.104479850780195e-4,NA,0.4078804272692921,-155427100.0000001,2273379900,-0.06836829163484734,-331224.5071923284
Sveitarfélagið Skagaströnd,2007,A og B-hluti,405393000,1411115000,358514000,156314000,96442000,333526000,22533000,43365000,0,68353000,2010000,-29848000,0,1005723000,779691000,0,735507000,77943000,-12749000,NA,169448000,107045000,532,0.712715122438639,47521000,0.13254991436875546,1382531.954887218,0.3815616642137081,181281.95488721805,318511.27819548873,0.5080503468994921,6309846.4,90132153.6,169421.34135338344,-374298000,-1.0440261747100532,0.19065643182693004,206910000,1001468000,0.2066067013624,293823.3082706767,0.287284877561361,1.1307591893203612,762016.9172932331,0,0.29857969284323627,10.003348600900658,0.5059967468291879,4.893349857914953e-4,NA,0.9184941330004283,-39257100.00000009,2664288900,-0.014734550746354906,-83659.24347362832
Sveitarfélagið Vogar,2007,A-hluti,637205000,2078693000,533458000,324671000,157762000,527556000,8407000,74215000,1071901000,1152018000,5031000,-40620000,-22165000,1441489000,1630335000,55253000,1495842000,272016000,1238944000,45000000,286523000,108328000,1112,0.6934593035142755,14309000,0.026823105099183064,1345181.654676259,0.32701328474627567,141872.30215827338,257664.56834532373,0.5431139063909803,9388860.8,148373139.2,133429.0820143885,-937877000,-1.7581084171574894,2.1595289601055754,1004000000,1443837000,0.695369352634681,291970.3237410072,0.30654069648572446,1.1944801652613701,573026.0791366906,0,0.20306753296416963,5.993526116110817,0.5059967468291879,7.281156742842944e-4,NA,0.39414100265170937,-448238000,5066688000,-0.08846765382040497,-345263.238975544
Sveitarfélagið Vogar,2007,A og B-hluti,768248000,2163067000,560904000,324671000,157762000,542941000,21185000,62462000,1071901000,1152326000,5031000,-52382000,-31308000,1394820000,1575103000,0,1495842000,277562000,1238944000,45000000,286523000,129331000,1112,0.6448343948661784,39148000,0.06979447463380543,1345181.654676259,0.32701328474627567,141872.30215827338,257664.56834532373,0.527724006844206,9871910.4,147890089.6,132994.6848920863,-806855000,-1.4384903655527506,2.0544085975496698,2222461000,1559555000,1.4250609949633068,291970.3237410072,0.35516560513382156,1.3696604053456563,690870.5035971223,0,0.23057599874488327,5.6747789683025776,0.5059967468291879,7.655766605220239e-4,NA,0.5019857320026293,-409164000,5284695000,-0.07742433574690687,-315165.80011554016
Tálknafjarðarhreppur,2007,A-hluti,86546000,376890000,186846000,74178000,82037000,176966000,8652000,6282000,-2281000,13881000,0,-7757000,-8700000,290344000,76139000,20486000,26846000,22517000,-58274000,35000000,90149000,19330000,293,0.7703680118867574,18532000,0.0991832846301232,91624.57337883959,0.5251544345933489,279989.7610921502,307675.76791808876,0.5094142377631862,3288489.6,78748510.4,268766.2470989761,30893000,0.16533937039058905,0.0742911274525545,3991000,527230000,0.007569751341919086,253167.23549488056,0.2296319881132426,0.46319428834441195,295378.8395904437,1.5981893429901708,0.10345418151846976,3.3814007194564106,0.5059967468291879,2.550257026369897e-4,NA,0.1801124219840961,-28119000,1403671000,-0.020032471996643087,-110162.58570029383
Tálknafjarðarhreppur,2007,A og B-hluti,125505000,360338000,203994000,73765000,82037000,179439000,14779000,-5377000,-5628000,13550000,0,-18404000,0,234833000,49417000,0,26846000,24713000,-69886000,35000000,92352000,34405000,293,0.6517020131099135,39334000,0.19281939664892106,91624.57337883959,0.5265465141654151,279989.7610921502,315194.53924914676,0.5146707237557053,3590294.4000000004,78446705.6,267736.1965870307,76088000,0.37299136249105364,0.06642352226045864,21853000,567029000,0.03853947505330415,251757.67918088738,0.3482979868900865,0.6152386834906909,428344.70989761094,2.2115390204912075,0.1686569212819985,1.9996358192044672,0.5059967468291879,2.7843097087296533e-4,NA,0.28029399547080813,-24905000,1592831000,-0.015635682630486224,-97571.00881488736
Tjörneshreppur,2007,A-hluti,252000,39848000,25228000,13574000,11163000,23689000,0,1765000,0,3304000,0,NA,NA,39596000,21902000,0,20566000,252000,143000,NA,4365000,4132000,60,0.9936759686809877,1539000,0.06100364674171555,342766.6666666667,0.45126733233617655,186050,72750,0.184262737979653,444012.80000000005,10718987.2,178649.78666666665,-21650000,-0.8581734580624703,0.1309655937846837,12516000,69474000,0.1801537265739701,226233.33333333334,0.006324031319012269,0.009988901220865706,4200,0,0.163786269224671,86.91269841269842,0.5059967468291879,3.4433642818823935e-5,NA,0.4462546484859217,22974800.000000007,189713600,0.12110254615378131,412104.0358744396
Tjörneshreppur,2007,A og B-hluti,252000,39848000,25228000,13574000,11163000,23689000,0,1765000,0,3304000,0,NA,NA,39596000,21902000,0,20566000,252000,143000,NA,4365000,4132000,60,0.9936759686809877,1539000,0.06100364674171555,342766.6666666667,0.45126733233617655,186050,72750,0.184262737979653,444012.80000000005,10718987.2,178649.78666666665,-21650000,-0.8581734580624703,0.1309655937846837,11214000,72579000,0.1545075021700492,226233.33333333334,0.006324031319012269,0.009988901220865706,4200,0,0.163786269224671,86.91269841269842,0.5059967468291879,3.4433642818823935e-5,NA,0.4462546484859217,22975000.000000004,189713000,0.12110398338542959,412107.62331838574
Vestmannaeyjabær,2007,A-hluti,3564304000,6709240000,2203296000,1287168000,469932000,2209595000,25186000,-100578000,3126885000,3020008000,302500000,-319706000,-21902000,3144936000,4741171000,582918000,3962101000,551901000,3631788000,NA,1170741000,245207000,4084,0.4687469817743887,18887000,0.008572157349716062,970152.0568070519,0.267447498719481,115066.6013712047,286665.2791380999,0.529844156960891,38778009.6,431153990.4,105571.49618021547,-593949000,-0.2695729488911159,1.3706773851538785,2617603000,6891043000,0.3798558505584713,315173.3594515181,0.5312530182256112,1.6177145512904303,872748.2859941234,0,0.11129099313029207,8.590618607322691,0.5059967468291879,0.003007273961001407,NA,0.6066803356678208,873858999.9999995,17187357000,0.05084312846937429,202200.2660959101
Vestmannaeyjabær,2007,A og B-hluti,4798146000,7764612000,2919464000,1287168000,469932000,2820331000,168535000,-248266000,3126885000,2977752000,302500000,-499524000,31326000,2966465000,4210572000,0,3962101000,667056000,3639316000,NA,1413044000,376506000,4084,0.3820493541724944,267668000,0.09168395294478712,970152.0568070519,0.267447498719481,115066.6013712047,345995.10284035257,0.5010206248841005,51382566.400000006,418549433.6,102485.16983349658,587574000,0.20126091638739166,1.0199653087005012,5692444000,7806548000,0.7291883685336976,315173.3594515181,0.6179506458275056,1.643502368927995,1174864.348677767,1.5605966438781853,0.12896408381812552,6.312171691732028,0.5059967468291879,0.003984770120438204,NA,0.8027837242978575,1586769000,25732939000,0.06166295268488376,367158.9055359519
Vesturbyggð,2007,A-hluti,572120000,1308442000,638115000,283378000,255332000,524876000,16884000,-9221000,0,104018000,9860000,-29962000,-36565000,736320000,378487000,243670000,37993000,163859000,-232769000,151074000,262725000,147192000,939,0.5627456165424222,130123000,0.20391778911324762,40461.12886048988,0.473969297024373,271919.06283280085,279792.3322683706,0.5005467958146305,11230824,244101176,259958.65388711396,437303000,0.6853043730362082,0.16300823519271604,141665000,1828892000,0.0774594672621456,301787.00745473907,0.43725438345757783,0.8965782029884896,609286.4749733759,2.970969889667917,0.230666886062857,2.309833454372357,0.5059967468291879,8.709617879869127e-4,NA,0.30799742456184176,-325774000,5285881000,-0.06163097504465197,-317286.58388117846
Vesturbyggð,2007,A og B-hluti,1030452000,1550524000,722003000,280120000,255332000,612615000,39088000,-49035000,0,60353000,9860000,-59512000,-6869000,520073000,160980000,0,38359000,199360000,-236132000,156331000,276013000,154561000,939,0.33541757496175484,148476000,0.20564457488403787,40850.905218317355,0.4768532006603767,271919.06283280085,293943.55697550584,0.45054887653746645,12707252.8,242624747.2,258386.31224707133,869472000,1.204249843837214,0.08359106541108555,154106000,1984494000,0.07765505967768106,298317.35889243876,0.6645824250382452,1.4272129063175638,1097392.9712460064,5.625429442097295,0.21407251770422006,0.807483948635634,0.5059967468291879,9.8546033835894e-4,NA,0.4568886319217086,9236000,6410451000,0.0014407722639171565,8995.373752130508
Vopnafjarðarhreppur,2007,A-hluti,576015000,1024754000,378172000,194173000,135252000,342802000,17237000,24807000,0,60177000,3284000,-36084000,-39135000,448739000,370561000,252738000,64003000,238319000,38062000,26375000,198831000,42210000,712,0.4378992421595817,52607000,0.13910865955173837,89891.85393258427,0.4105699324580709,189960.67415730338,279257.0224719101,0.5800170360733018,6655827.2,128596172.8,180612.602247191,458192000,1.211596839533334,0.15912600615592906,13483000,1150318000,0.011721106685281809,272714.88764044945,0.5621007578404182,1.523156130014914,809009.8314606742,10.855058043117745,0.11161587848915308,1.554894909763804,0.5059967468291879,5.161661476169448e-4,NA,0.462064008637805,-583995000,3199449000,-0.1825298668614502,-889219.6421773887
Vopnafjarðarhreppur,2007,A og B-hluti,908359000,1218060000,465816000,192164000,135252000,418821000,32447000,-32729000,0,14266000,3284000,-64002000,0,309691000,114586000,0,65153000,113463000,8720000,48875000,213267000,42779000,712,0.2542493801618968,79442000,0.17054373400656053,91507.02247191011,0.41308915874606006,189960.67415730338,299532.30337078654,0.5092079910033165,8198361.600000001,127053638.4,178446.12134831463,793773000,1.704048379617703,0.030625826506603466,28572000,1279520000,0.022330248843316244,269893.2584269663,0.7457506198381032,1.9500382125130953,1275785.1123595505,18.555202318894786,0.09183669088223677,1.0098974996254286,0.5059967468291879,6.357912542925832e-4,NA,0.8728656635241188,-204408000,4618673000,-0.044256867719364414,-311241.72059383325
Þingeyjarsveit,2007,A-hluti,241924000,578751000,555291000,247743000,249620000,516544000,15425000,-15252000,0,23495000,0,-14979000,-25732000,336827000,136469000,10723000,79603000,69826000,4488000,29000000,244631000,50035000,957,0.5819894911628662,54172000,0.09755605619395956,83179.72831765935,0.5018869517837072,260835.94566353186,255622.77951933123,0.4735917946970636,9773121.600000001,239846878.4,250623.69738766982,116178000,0.2092200305785615,0.042311148568948534,13516000,1542441000,0.008762733874423723,258874.60815047022,0.41801050883713375,0.435670666371326,252794.14838035527,2.3219346457479766,0.09010590843359607,1.9544152607911094,0.5059967468291879,7.579154889213399e-4,NA,0.37640945053406255,-43126000,4677586000,-0.009219712903194083,-48320.448179271705
Þingeyjarsveit,2007,A og B-hluti,309243000,632324000,573945000,247743000,249620000,534527000,19201000,-26412000,0,13006000,0,-18604000,-25860000,323081000,128470000,0,79614000,58926000,15063000,29000000,246928000,45854000,957,0.5109421752139726,58619000,0.10213347968882036,83191.22257053292,0.5018869517837072,260835.94566353186,258022.98850574714,0.46195608453829273,10101432,239518568,250280.6353187043,180773000,0.3149657197118191,0.02266070790755212,30469000,1632284000,0.018666482058269273,258874.60815047022,0.48905782478602744,0.5388024984972428,323137.9310344828,3.9423605356130325,0.07989267264284905,2.180192105352476,0.5059967468291879,7.833762933109997e-4,NA,0.3907627533065532,-40425000,4854059000,-0.008328081714705157,-45294.117647058825
Akrahreppur,2008,A-hluti,18590000,264746000,105593000,50933000,47107000,99131000,5638000,16910000,0,23372000,0,NA,NA,246156000,123003000,0,109829000,18590000,-23205000,NA,7236000,26856000,203,0.9297817530765338,12100000,0.11459092932296648,541029.5566502463,0.4804875560995512,232054.18719211823,35645.32019704433,0.07299432064641737,1858436.8,45248563.2,222899.3261083744,-104413000,-0.9888250168098264,0.2213404297633366,75184000,359063000,0.20938943862219164,250901.47783251232,0.07021824692346623,0.17605333686892125,91576.35467980296,0,0.254335041148561,6.616621839698762,0.5701439219239005,1.3890058053583993e-4,NA,0.8917735211862171,15090799.999999996,789230000,0.01912091532252955,74430.57953144265
Akrahreppur,2008,A og B-hluti,18590000,264746000,105593000,50933000,47107000,99131000,5638000,16910000,0,23372000,0,NA,NA,246156000,123003000,0,109829000,18590000,-23205000,NA,7236000,26856000,203,0.9297817530765338,12100000,0.11459092932296648,541029.5566502463,0.4804875560995512,232054.18719211823,35645.32019704433,0.07299432064641737,1858436.8,45248563.2,222899.3261083744,-104413000,-0.9888250168098264,0.2213404297633366,72650000,337921000,0.21499107779628968,250901.47783251232,0.07021824692346623,0.17605333686892125,91576.35467980296,0,0.254335041148561,6.616621839698762,0.5701439219239005,1.3890058053583993e-4,NA,0.8917735211862171,15090799.999999996,789230000,0.01912091532252955,74430.57953144265
Akraneskaupstaður,2008,A-hluti,5146799000,9661267000,3330028000,2337636000,309724000,3595483000,146492000,-928154000,0,-1193609000,386438000,-217984000,98950000,4514468000,470583000,0,26066000,765967000,-988074000,652811000,1590375000,199461000,6401,0.467274944373238,-118963000,-0.035724324239916304,4072.17622246524,0.11699353318022483,48386.814560224964,248457.27230120293,0.44232582938092047,58608492.800000004,251115507.2,39230.66820809248,4676216000,1.404257261500504,-0.3584381272469781,-868755000,9004834000,-0.09647651472531309,365198.5627245743,0.532725055626762,1.5455722894822506,804061.7091079518,23.444262286863097,0.05989769455391967,0.6143645875083391,0.5701439219239005,0.004380430733103539,NA,0.8564366716309874,2158792099.9999995,29176945500,0.0739896539204215,288791.96013511246
Akraneskaupstaður,2008,A og B-hluti,5146799000,9661267000,3330028000,2337636000,309724000,3595483000,146492000,-928154000,0,-1193609000,386438000,-217984000,98950000,4514468000,470583000,0,26066000,765967000,-988074000,652811000,1590375000,199461000,6401,0.467274944373238,-118963000,-0.035724324239916304,4072.17622246524,0.11699353318022483,48386.814560224964,248457.27230120293,0.44232582938092047,58608492.800000004,251115507.2,39230.66820809248,4676216000,1.404257261500504,-0.3584381272469781,-2224791000,9497459000,-0.23425118234256131,365198.5627245743,0.532725055626762,1.5455722894822506,804061.7091079518,23.444262286863097,0.05989769455391967,0.6143645875083391,0.5701439219239005,0.004380430733103539,NA,0.7897486771806828,2193158700,33265802700,0.06592832644919162,293389.34483796527
Akureyrarbær,2008,A-hluti,14033050000,18535013000,10012750000,5954178000,1060055000,10268404000,473363000,-1900468000,0,-2156122000,414556000,-326946000,-391947000,4501963000,4729263000,370859000,3044566000,3657732000,-1950626000,3905558000,5496409000,624599000,17423,0.24288965969433093,217709000,0.02174317744875284,174744.0739252712,0.15112913985035856,60842.27744934856,315468.5760202032,0.5352739335148871,176224400,883830600,50727.8080697928,9674646000,0.9662326533669572,-0.21533764450325835,774048000,32664356000,0.02369702314045316,341742.4094587614,0.757110340305669,1.4015180644678036,805432.4743155598,15.489371580806246,0.06238036503458091,1.2929495654684378,0.5701439219239005,0.013171107817376447,NA,0.5631724495076944,-1632028000,82435771000,-0.01979757064442328,-85945.96871873189
Akureyrarbær,2008,A og B-hluti,23133289000,27839507000,14055583000,5925985000,1060055000,13679766000,991736000,-5442660000,5913000,-5060930000,499813000,-589959000,-259914000,4706218000,5026519000,0,3477306000,5079787000,-2898785000,4027478000,7271400000,1238451000,17423,0.1690481803431361,1367553000,0.09729607089225684,199581.3579750904,0.15173903957034315,60842.27744934856,417344.888939907,0.5315441799223759,247378260.8,812676739.2,46643.903988980084,18106770000,1.2882261803014503,-0.360065462955183,-5642893000,37296096000,-0.15129983041656692,340124.26103426504,0.8309518196568639,1.645843434598195,1327744.3035068586,14.620497702371754,0.08811096629716463,0.9895137335482768,0.5701439219239005,0.01848918620050271,NA,0.6401473850860833,-18265000,108835648000,-1.6782185189911307e-4,-961.8726631207542
Árneshreppur,2008,A-hluti,7774000,80337000,41710000,16513000,14468000,38574000,1464000,3404000,-521000,6019000,0,NA,-1611000,72562000,37855000,15183000,15397000,7774000,-17647000,NA,15264000,7479000,48,0.9032201849708105,4600000,0.11028530328458404,320770.8333333333,0.46699590071334046,301416.6666666667,318000,0.39570695286980867,734096,13733904,286123,-14898000,-0.3571805322464637,0.14430592184128507,5636000,96177000,0.058600289050396666,344020.8333333333,0.09677981502918953,0.18638216255094703,161958.33333333334,0,0.1793095181011748,4.869436583483406,0.5701439219239005,5.486673561836375e-5,NA,0.4990371036076518,28807000,203252000,0.14173046267687403,685880.9523809524
Árneshreppur,2008,A og B-hluti,7774000,75591000,44841000,16513000,14468000,43576000,1980000,2593000,-521000,3337000,0,NA,0,67817000,23273000,0,15820000,7774000,-17647000,NA,15341000,5312000,48,0.8971570689632363,3245000,0.07236680716308735,329583.3333333333,0.46699590071334046,301416.6666666667,319604.1666666667,0.35205158803010833,789201.6000000001,13678798.4,284974.9666666667,-15499000,-0.345643495907763,0.07441850092549229,8546000,113982000,0.07497675071502517,344020.8333333333,0.10284293103676367,0.1733681229232176,161958.33333333334,0,0.11846301375972881,2.993696938512992,0.5701439219239005,5.8985358232151745e-5,NA,0.37655606684427223,29347000,227144000,0.12919997886803086,698738.0952380953
Ásahreppur,2008,A-hluti,161211000,247888000,142621000,118197000,18453000,116807000,3994000,-21678000,0,4136000,0,-35667000,7219000,86677000,107748000,1719000,170000,60886000,3381000,NA,10944000,23267000,173,0.3496619441037888,29808000,0.20900147944552344,982.6589595375723,0.1350384193194292,106664.73988439306,63260.115606936415,0.09369301497341768,2510129.6,15942870.4,92155.32023121387,55182000,0.3869135681281158,0.028999936895688572,79136000,400151000,0.1977653435827975,683219.6531791907,0.6503380558962112,1.1303454610471109,931855.4913294797,2.371685219409464,0.1631386682185653,1.7696679039516474,0.5701439219239005,1.8760845602077816e-4,NA,3.187941228816073,112933000,1368939000,0.08249673652368732,444180.92428711895
Ásahreppur,2008,A og B-hluti,162985000,245921000,143047000,118197000,18453000,117390000,4401000,-23542000,0,2115000,0,-35667000,7276000,82936000,105540000,0,170000,62660000,2082000,NA,10944000,23020000,173,0.3372465141244546,30058000,0.21012674156046615,982.6589595375723,0.1350384193194292,106664.73988439306,63260.115606936415,0.09322770253002811,2517627.2,15935372.8,92111.98150289018,57445000,0.40158129845435414,0.014785350269491845,43161000,414605000,0.10410149419326829,683219.6531791907,0.6627534858755454,1.1393807629660182,942109.8265895954,2.4954387489139878,0.16092612917432733,1.6843281200127673,0.5701439219239005,1.8816883073603644e-4,NA,3.1793886428808302,126325000,1389374000,0.09092224267907706,496853.4906588004
Bláskógabyggð,2008,A-hluti,602913000,793246000,634182000,425851000,118186000,586357000,14089000,-45606000,0,2219000,0,-42788000,-85840000,190333000,155570000,37942000,15903000,140883000,-63884000,120000000,290215000,67821000,982,0.23994195999727702,61914000,0.09762812568000984,16194.501018329938,0.21723890103062843,120352.34215885946,295534.62321792264,0.49494591179093966,11161603.200000001,107024396.8,108986.14745417515,485285000,0.7652140868078879,0.003498995556480632,29223000,1820634000,0.016051002013584278,433656.8228105906,0.760058040002723,0.9506939648239779,613964.3584521385,7.155379602188113,0.10694248654171831,1.1042496255758325,0.5701439219239005,8.342243137838687e-4,NA,0.35436558525485384,59826000,5630292000,0.010625736640302138,52675.32467532468
Bláskógabyggð,2008,A og B-hluti,726387000,917552000,707848000,424323000,118186000,625978000,27700000,-110837000,0,-28967000,0,-52827000,-11525000,191165000,138488000,0,21646000,152699000,-129836000,120000000,300621000,88749000,982,0.20834241547073082,109570000,0.1547931194267696,22042.76985743381,0.21785076376613108,120352.34215885946,306131.36456211813,0.480242117135107,12458124.8,105727875.2,107665.86069246437,587899000,0.830544128117901,-0.040922627456742126,-18852000,1968901000,-0.009574884669163152,432100.8146639511,0.7916575845292692,1.026190651100236,739701.6293279022,6.624288724379993,0.12537861235745526,0.9069345575282091,0.5701439219239005,9.31127045648227e-4,NA,0.4522737999026199,180582000,6410111000,0.02817143104074173,158998.01893022232
Blönduósbær,2008,A-hluti,492208000,1099814000,532904000,284646000,146176000,533260000,21525000,-8870000,0,-9226000,8597000,-41726000,-6803000,607606000,252948000,111493000,74729000,122729000,-101257000,60000000,234491000,46444000,904,0.5524625072966883,21169000,0.039723852701424645,82664.82300884956,0.3392955791486971,161699.1150442478,259392.69911504423,0.43973108802460337,9379110.4,136796889.6,151323.99292035398,350753000,0.658191719334064,-0.017312686712803806,38496000,1606908000,0.02395656751973355,314873.8938053097,0.44753749270331167,0.9236335249876151,544477.8761061947,7.552170355697184,0.08715265788960112,2.0610287707061903,0.5701439219239005,7.009998292488256e-4,NA,0.31336197813377575,-267113000,4438637000,-0.060179059472536274,-287063.9441160666
